,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
1194,Data Engineer,$154K-$281K,3.7,"Pyramid Consulting, Inc","Wilmington, DE","Alpharetta, GA",1001 to 5000 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Collabera, Artech Information Systems",0,154000,281000
1195,Data Engineer,$154K-$281K,3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",0,154000,281000
1196,Data Engineer,$154K-$281K,3.4,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,0,0,154000,281000
1197,Data Engineer,$154K-$281K,-1,Kforce Technology Staffing,"Philadelphia, PA",0,0,0,0,0,0,0,0,0,154000,281000
1198,Data Engineer,$154K-$281K,3.7,JLA,"Philadelphia, PA","SOWERBY BRIDGE, United Kingdom",501 to 1000 employees,1973,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,0,0,154000,281000
1199,Data Engineer,$154K-$281K,5,Georgia IT Inc.,"Wilmington, DE","Alpharetta, GA",1 to 50 employees,0,Company - Private,0,0,Less than $1 million (USD),0,0,154000,281000
1200,Data Engineer,$74K-$93K,3.1,Group O,"San Antonio, TX","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),0,0,74000,93000
1201,Data Engineer,$74K-$93K,3.1,Group O,"San Antonio, TX","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),0,0,74000,93000
1202,Data Engineer,$74K-$93K,4.2,ManTech International Corporation,"San Antonio, TX","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,74000,93000
1203,Data Engineer,$74K-$93K,4.6,VC3,"San Antonio, TX","Columbia, SC",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,74000,93000
1204,Data Engineer,$74K-$93K,4.1,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,74000,93000
1205,Data Engineer,$74K-$93K,4,Noblis,"San Antonio, TX","Reston, VA",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",0,74000,93000
1206,Data Engineer,$74K-$93K,3.9,"Daman, Inc.","San Antonio, TX","Austin, TX",1 to 50 employees,0,Company - Private,0,0,$1 to $5 million (USD),0,0,74000,93000
1207,Data Engineer,$74K-$93K,3.5,Aviat Networks,"San Antonio, TX","Austin, TX",501 to 1000 employees,2007,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),0,True,74000,93000
1208,Data Engineer,$74K-$93K,3.5,"York Solutions, LLC","San Antonio, TX","Westchester, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),0,0,74000,93000
1209,Data Engineer,$74K-$93K,4.1,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,74000,93000
1210,Data Engineer,$74K-$93K,3.2,iHeartMedia,"San Antonio, TX","San Antonio, TX",10000+ employees,1972,Company - Public,Radio,Media,$5 to $10 billion (USD),"CUMULUS MEDIA, Entercom, Cox Media Group",0,74000,93000
1211,Data Engineer,$74K-$93K,4.5,Scaleworks,"San Antonio, TX","San Antonio, TX",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,74000,93000
1212,Data Engineer,$74K-$93K,3.4,OptumCare,"San Antonio, TX","Eden Prairie, MN",501 to 1000 employees,0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,74000,93000
1213,Data Engineer,$74K-$93K,4.3,H E B,"San Antonio, TX","San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),0,0,74000,93000
1214,Data Engineer,$74K-$93K,4,Reliable Software Resources,"San Antonio, TX","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,74000,93000
1215,Data Engineer,$74K-$93K,3.4,OptumCare,"San Antonio, TX","Eden Prairie, MN",501 to 1000 employees,0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,74000,93000
1216,Data Engineer,$74K-$93K,3.4,Guidehouse,"San Antonio, TX","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,74000,93000
1217,Data Engineer,$74K-$93K,2.5,nfolks,"San Antonio, TX","Bellevue, WA",1 to 50 employees,0,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),0,0,74000,93000
1218,Data Engineer,$74K-$93K,3.2,Navigant Consulting,"San Antonio, TX","Washington, DC",5001 to 10000 employees,1996,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),0,0,74000,93000
1219,Data Engineer,$74K-$93K,4.5,B.E.A.T.,"San Antonio, TX","San Antonio, TX",51 to 200 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,74000,93000
1220,Data Engineer,$74K-$93K,3.6,Futurex,"Bulverde, TX","Bulverde, TX",51 to 200 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,74000,93000
1221,Data Engineer,$74K-$93K,3.9,DataFactZ,"San Antonio, TX","Northville, MI",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,74000,93000
1222,Data Engineer,$74K-$93K,3.8,Speridian Technologies LLC,"San Antonio, TX","Albuquerque, NM",501 to 1000 employees,2003,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,74000,93000
1223,Data Engineer,$74K-$93K,3,Deacon Recruiting,"San Antonio, TX","San Antonio, TX",1 to 50 employees,0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,74000,93000
1224,Data Engineer,$74K-$93K,4.9,B E A T LLC,"San Antonio, TX","Plantation, FL",1 to 50 employees,0,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,0,0,74000,93000
1225,Data Engineer,$74K-$93K,-1,GradTests (gradtests.com.au),"San Antonio, TX",0,0,0,0,0,0,0,0,0,74000,93000
1226,Data Engineer,$74K-$93K,-1,Tech Quarry,"San Antonio, TX","San Antonio, TX",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,74000,93000
1227,Data Engineer,$74K-$93K,2.9,"NTT DATA, Inc.","San Antonio, TX","Singapore, Singapore",201 to 500 employees,0,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,0,0,74000,93000
1228,Data Engineer,$74K-$93K,4.1,"LJA Engineering, Inc.","San Antonio, TX","Houston, TX",1001 to 5000 employees,1997,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),0,0,74000,93000
1229,Data Engineer,$74K-$93K,3.1,Victory Capital Management Inc.,"San Antonio, TX","San Antonio, TX",201 to 500 employees,2013,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),0,0,74000,93000
1230,Data Engineer,$75K-$135K,3.6,USAA,"San Antonio, TX","San Antonio, TX",10000+ employees,1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",0,75000,135000
1231,Data Engineer,$75K-$135K,4.3,H E B,"San Antonio, TX","San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),0,0,75000,135000
1232,Data Engineer,$75K-$135K,4.5,B.E.A.T.,"San Antonio, TX","San Antonio, TX",51 to 200 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,75000,135000
1233,Data Engineer,$75K-$135K,3.5,General Dynamics,"San Antonio, TX","Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,75000,135000
1234,Data Engineer,$75K-$135K,3.2,Constellation Brands,"San Antonio, TX","Victor, NY",5001 to 10000 employees,1945,Company - Public,Food & Beverage Manufacturing,Manufacturing,$5 to $10 billion (USD),"Diageo, Anheuser-Busch InBev, E. & J. Gallo Winery",0,75000,135000
1235,Data Engineer,$75K-$135K,-1,KCI Licensing,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,75000,135000
1236,Data Engineer,$75K-$135K,3.5,Aviat Networks,"San Antonio, TX","Austin, TX",501 to 1000 employees,2007,Company - Public,Telecommunications Services,Telecommunications,$100 to $500 million (USD),0,True,75000,135000
1237,Data Engineer,$75K-$135K,4.9,B E A T LLC,"San Antonio, TX","Plantation, FL",1 to 50 employees,0,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,0,0,75000,135000
1238,Data Engineer,$75K-$135K,3.9,Amazon,"Schertz, TX","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,75000,135000
1239,Data Engineer,$75K-$135K,4.1,Frontier Technology Inc.,"San Antonio, TX","Beavercreek, OH",201 to 500 employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,75000,135000
1240,Data Engineer,$75K-$135K,3.6,Randstad,"San Antonio, TX","Atlanta, GA",1001 to 5000 employees,0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,75000,135000
1241,Data Engineer,$75K-$135K,-1,Tech Quarry,"San Antonio, TX","San Antonio, TX",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,75000,135000
1242,Data Engineer,$75K-$135K,4,Reliable Software Resources,"San Antonio, TX","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,75000,135000
1244,Data Engineer,$75K-$135K,4.3,Redwood Dental,"San Antonio, TX","Troy, MI",201 to 500 employees,1982,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),0,0,75000,135000
1245,Data Engineer,$75K-$135K,3.5,Horizon Corp,"San Antonio, TX","Memphis, TN",5001 to 10000 employees,1864,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,75000,135000
1246,Data Engineer,$75K-$135K,5,Ecsion,"San Antonio, TX","Princeton, NJ",1 to 50 employees,0,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),0,0,75000,135000
1247,Data Engineer,$75K-$135K,4,LMI,"San Antonio, TX","Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, Noblis, Deloitte",0,75000,135000
1248,Data Engineer,$75K-$135K,3.5,General Dynamics,"San Antonio, TX","Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,75000,135000
1249,Data Engineer,$75K-$135K,4.3,Vizrt,"San Antonio, TX","Bergen, Norway",501 to 1000 employees,1997,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"ChyronHego, Grass Valley, ROSS",0,75000,135000
1250,Data Engineer,$75K-$135K,3,Deacon Recruiting,"San Antonio, TX","San Antonio, TX",1 to 50 employees,0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,75000,135000
1251,Data Engineer,$75K-$135K,-1,Danta Technologies,"San Antonio, TX","San Marcos, CA (US), CA",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,75000,135000
1252,Data Engineer,$75K-$135K,3.6,Futurex,"Bulverde, TX","Bulverde, TX",51 to 200 employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,75000,135000
1253,Data Engineer,$75K-$135K,3.9,Valero,"San Antonio, TX","San Antonio, TX",10000+ employees,1980,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"Phillips 66, Marathon Petroleum, HollyFrontier Corporation",0,75000,135000
1254,Data Engineer,$75K-$135K,3.5,General Dynamics,"San Antonio, TX","Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,75000,135000
1255,Data Engineer,$75K-$135K,3.6,Marathon Petroleum Corporation,"San Antonio, TX","Findlay, OH",10000+ employees,1887,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"ExxonMobil, Valero Energy, Chevron",0,75000,135000
1256,Data Engineer,$75K-$135K,3.6,Humana,"San Antonio, TX","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,75000,135000
1257,Data Engineer,$75K-$135K,3.5,General Dynamics,"San Antonio, TX","Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,75000,135000
1258,Data Engineer,$75K-$135K,3.6,Rackspace,"San Antonio, TX","San Antonio, TX",5001 to 10000 employees,1998,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"USAA, Microsoft, Amazon",0,75000,135000
1259,Data Engineer,$75K-$135K,3.4,Aerotek,"San Antonio, TX","Hanover, MD",5001 to 10000 employees,1983,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,75000,135000
1260,Data Engineer,$44K-$80K,3.6,Rackspace,"San Antonio, TX","San Antonio, TX",5001 to 10000 employees,1998,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"USAA, Microsoft, Amazon",0,44000,80000
1261,Data Engineer,$44K-$80K,-1,Tech Quarry,"San Antonio, TX","San Antonio, TX",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,44000,80000
1262,Data Engineer,$44K-$80K,3.9,Diverse Lynx,"San Antonio, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,44000,80000
1263,Data Engineer,$44K-$80K,-1,ANALYGENCE Inc. (Secret clearance),"San Antonio, TX",0,0,0,0,0,0,0,0,0,44000,80000
1264,Data Engineer,$44K-$80K,5,ELEVI Associates,"San Antonio, TX","Columbia, MD",1 to 50 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,44000,80000
1265,Data Engineer,$44K-$80K,3.3,UnitedHealth Group,"San Antonio, TX","Minnetonka, MN",10000+ employees,1977,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Aetna, Humana, WellPoint",0,44000,80000
1266,Data Engineer,$44K-$80K,3.4,OptumCare,"San Antonio, TX","Eden Prairie, MN",501 to 1000 employees,0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,44000,80000
1267,Data Engineer,$44K-$80K,3,Wastequip,"San Antonio, TX","Charlotte, NC",1001 to 5000 employees,1989,Company - Private,Industrial Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,0,44000,80000
1268,Data Engineer,$44K-$80K,4,Rx Technology,"San Antonio, TX","San Antonio, TX",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,44000,80000
1269,Data Engineer,$44K-$80K,3.4,Johnson Controls,"San Antonio, TX","Cork, Ireland",10000+ employees,1885,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"Honeywell, Trane Technologies, Siemens",0,44000,80000
1270,Data Engineer,$44K-$80K,3.4,Department of Defense,"San Antonio, TX","Washington, DC",10000+ employees,0,Government,Federal Agencies,Government,Unknown / Non-Applicable,0,0,44000,80000
1271,Data Engineer,$44K-$80K,3.5,HCL Technologies Ltd.,"San Antonio, TX","Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",0,44000,80000
1272,Data Engineer,$44K-$80K,3.5,HCL Technologies,"San Antonio, TX","Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Infosys, Tata Consultancy Services, Wipro",0,44000,80000
1273,Data Engineer,$44K-$80K,4,Reliable Software Resources,"San Antonio, TX","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,44000,80000
1274,Data Engineer,$44K-$80K,3.8,Flow Data,"San Antonio, TX","Grand Junction, CO",1 to 50 employees,1997,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10 to $25 million (USD),0,0,44000,80000
1275,Data Engineer,$44K-$80K,4.2,Solekai Systems Corp,"San Antonio, TX","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,44000,80000
1276,Data Engineer,$44K-$80K,3.5,Security Service Federal Credit Union,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1956,Nonprofit Organization,Banks & Credit Unions,Finance,$5 to $10 billion (USD),0,0,44000,80000
1277,Data Engineer,$44K-$80K,3.7,CBRE,"San Antonio, TX","Los Angeles, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,44000,80000
1278,Data Engineer,$44K-$80K,3.7,Alion Science & Technology,"Lackland AFB, TX","Mc Lean, VA",1001 to 5000 employees,2001,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),0,0,44000,80000
1279,Data Engineer,$44K-$80K,-1,softsnippets,"San Antonio, TX",0,0,0,0,0,0,0,0,0,44000,80000
1280,Data Engineer,$44K-$80K,3.9,Valero Energy Corporation,"San Antonio, TX","San Antonio, TX",10000+ employees,1980,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"Phillips 66, Marathon Petroleum, HollyFrontier Corporation",0,44000,80000
