,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
1830,Data Engineer,$164K-$192K,5,Clumio,"Santa Clara, CA","Santa Clara, CA",51 to 200 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,True,164000,192000
1831,Data Engineer,$164K-$192K,3.3,Astreya,"Fremont, CA","San Jose, CA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Milestone Technologies, Taos, GDH Consulting",0,164000,192000
1832,Data Engineer,$164K-$192K,3.5,Absolute,"San Jose, CA","Vancouver, Canada",201 to 500 employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,164000,192000
1833,Data Engineer,$164K-$192K,4.7,Applied Intuition,"Sunnyvale, CA","Sunnyvale, CA",1 to 50 employees,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,164000,192000
1834,Data Engineer,$164K-$192K,4.1,Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",True,164000,192000
1835,Data Engineer,$164K-$192K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,164000,192000
1836,Data Engineer,$164K-$192K,3.6,ooma,"Sunnyvale, CA","Sunnyvale, CA",201 to 500 employees,2004,Company - Public,Telecommunications Manufacturing,Telecommunications,$100 to $500 million (USD),0,0,164000,192000
1837,Data Engineer,$164K-$192K,3.9,PayPal,"San Jose, CA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,164000,192000
1838,Data Engineer,$164K-$192K,3.4,Tesla Motors,"Fremont, CA","Palo Alto, CA",10000+ employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),"Audi, BMW, Mercedes-Benz International",0,164000,192000
1839,Data Engineer,$164K-$192K,4.1,Cisco Systems - Engineering - Software,"Milpitas, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,164000,192000
1840,Data Engineer,$164K-$192K,3.9,Pluto7,"San Jose, CA","Milpitas, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,164000,192000
1841,Data Engineer,$164K-$192K,3.9,BlackLine,"Pleasanton, CA","Woodland Hills, CA",501 to 1000 employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Trintech,0,164000,192000
1842,Data Engineer,$164K-$192K,4,Flexton,"Santa Clara, CA","San Jose, CA",51 to 200 employees,2007,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,164000,192000
1843,Data Engineer,$164K-$192K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,164000,192000
1844,Data Engineer,$164K-$192K,4.4,Google,"Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,164000,192000
1845,Data Engineer,$164K-$192K,4.1,Slalom LLC.,"San Jose, CA","Seattle, WA",5001 to 10000 employees,2001,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),"Accenture, Deloitte, Avanade",0,164000,192000
1846,Data Engineer,$164K-$192K,3,Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",True,164000,192000
1847,Data Engineer,$164K-$192K,3.9,"TalentBurst, Inc.","Sunnyvale, CA","Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, Collabera, Artech Information Systems",0,164000,192000
1848,Data Engineer,$164K-$192K,4.6,Confluent,"Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,164000,192000
1849,Data Engineer,$164K-$192K,4.4,Google,"Redwood City, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,164000,192000
1850,Data Engineer,$164K-$192K,1,"EA Team, Inc.","Mountain View, CA","Edison, NJ",51 to 200 employees,0,Unknown,0,0,Unknown / Non-Applicable,0,0,164000,192000
1851,Data Engineer,$164K-$192K,3.8,TikTok,"Mountain View, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,164000,192000
1852,Data Engineer,$164K-$192K,3.7,Xilinx,"San Jose, CA","San Jose, CA",5001 to 10000 employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Qualcomm, Intel Corporation, AMD",0,164000,192000
1853,Data Engineer,$164K-$192K,3.8,F5 Networks,"Santa Clara, CA","Seattle, WA",5001 to 10000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Citrix, VMware, Juniper Networks",0,164000,192000
1854,Data Engineer,$164K-$192K,4,CrowdStrike,"Sunnyvale, CA","Sunnyvale, CA",1001 to 5000 employees,2011,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,164000,192000
1855,Data Engineer,$164K-$192K,3.6,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,164000,192000
1856,Data Engineer,$164K-$192K,4.5,Facebook,"Menlo Park, CA","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",0,164000,192000
1857,Data Engineer,$164K-$192K,3.1,FOCUSKPI INC,"Mountain View, CA","Santa Clara, CA",51 to 200 employees,0,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),0,0,164000,192000
1858,Data Engineer,$164K-$192K,3.7,ServiceNow,"Santa Clara, CA","Santa Clara, CA",10000+ employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),"BMC Software, CA Technologies, Salesforce",0,164000,192000
1859,Data Engineer,$164K-$192K,3.3,Synectics,"Sunnyvale, CA","Chicago, IL",201 to 500 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),0,0,164000,192000
1860,Data Engineer,$164K-$192K,3.4,Houzz,"Palo Alto, CA","Palo Alto, CA",1001 to 5000 employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,164000,192000
1861,Data Engineer,$164K-$192K,3.7,Decision Minds,"Menlo Park, CA","Milpitas, CA",51 to 200 employees,0,Company - Private,0,0,$5 to $10 million (USD),0,0,164000,192000
1862,Data Engineer,$108K-$199K,4.8,AppLovin,"Palo Alto, CA","Palo Alto, CA",201 to 500 employees,2012,Company - Private,Video Games,Media,Unknown / Non-Applicable,0,0,108000,199000
1863,Data Engineer,$108K-$199K,3.5,Tredence,"Sunnyvale, CA","San Jose, CA",501 to 1000 employees,2013,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,True,108000,199000
1864,Data Engineer,$108K-$199K,3.7,Decision Minds,"Menlo Park, CA","Milpitas, CA",51 to 200 employees,0,Company - Private,0,0,$5 to $10 million (USD),0,0,108000,199000
1865,Data Engineer,$108K-$199K,4,CYNET SYSTEMS,"Milpitas, CA","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,108000,199000
1866,Data Engineer,$108K-$199K,4.9,DeepMap,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1867,Data Engineer,$108K-$199K,3.3,"CLARA analytics, Inc.","Santa Clara, CA","Santa Clara, CA",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1868,Data Engineer,$108K-$199K,2.5,Petuum,"Sunnyvale, CA","Pittsburgh, PA",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,True,108000,199000
1869,Data Engineer,$108K-$199K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,199000
1870,Data Engineer,$108K-$199K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,108000,199000
1871,Data Engineer,$108K-$199K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,108000,199000
1872,Data Engineer,$108K-$199K,4.8,Zoom,"San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1873,Data Engineer,$108K-$199K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,199000
1874,Data Engineer,$108K-$199K,5,Indrasol,"Menlo Park, CA","Fremont, CA",1 to 50 employees,0,Subsidiary or Business Segment,0,0,Unknown / Non-Applicable,0,0,108000,199000
1875,Data Engineer,$108K-$199K,4.1,Khan Academy,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2007,Nonprofit Organization,K-12 Education,Education,Unknown / Non-Applicable,0,0,108000,199000
1876,Data Engineer,$108K-$199K,4.1,Nokia,"Sunnyvale, CA","Nokia, Finland",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",0,108000,199000
1877,Data Engineer,$108K-$199K,3.9,Grid Dynamics,"Mountain View, CA","San Ramon, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent",0,108000,199000
1878,Data Engineer,$108K-$199K,2.3,WE Career,"Mountain View, CA","Pleasanton, CA",1 to 50 employees,0,Company - Private,0,0,Less than $1 million (USD),0,0,108000,199000
1879,Data Engineer,$108K-$199K,4.2,CyberCoders,"Redwood City, CA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,108000,199000
1880,Data Engineer,$108K-$199K,4.8,Zoom,"San Jose, CA","San Jose, CA",1001 to 5000 employees,2011,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1881,Data Engineer,$108K-$199K,3.6,Trianz,"Santa Clara, CA","Santa Clara, CA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1882,Data Engineer,$108K-$199K,3,Sonus Software Solutions Inc.,"Sunnyvale, CA","Orem, UT",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,108000,199000
1883,Data Engineer,$108K-$199K,4.2,Nextgen Technologies,"San Jose, CA","San Jose, CA",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1884,Data Engineer,$108K-$199K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,108000,199000
1885,Data Engineer,$108K-$199K,-1,Trovetechs Inc,"Mountain View, CA","Hillsborough, NJ",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,108000,199000
1886,Data Engineer,$108K-$199K,3.2,Accuracy,"Sunnyvale, CA","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Public,Health Care Products Manufacturing,Manufacturing,$100 to $500 million (USD),"Elekta, Varian Medical Systems",0,108000,199000
1887,Data Engineer,$108K-$199K,3.5,Saama,"Campbell, CA","Faridabad, India",1 to 50 employees,2007,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1888,Data Engineer,$108K-$199K,3.7,Caffeine,"Redwood City, CA","Redwood City, CA",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,108000,199000
1889,Data Engineer,$108K-$199K,3.4,Mackin,"Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,108000,199000
1890,Data Engineer,$108K-$199K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,108000,199000
1891,Data Engineer,$108K-$199K,4.1,IntelliPro Group Inc.,"Sunnyvale, CA","Santa Clara, CA",201 to 500 employees,0,Company - Private,0,0,$10 to $25 million (USD),0,0,108000,199000
1892,Data Engineer,$108K-$199K,4.6,"Conch Technologies, Inc","San Jose, CA","Memphis, TN",51 to 200 employees,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,108000,199000
1893,Data Engineer,$108K-$199K,4.1,Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",True,108000,199000
1894,Data Engineer,$77K-$145K,4.1,Plume,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,True,77000,145000
1895,Data Engineer,$77K-$145K,3.4,Edelman Financial Engines,"Santa Clara, CA","Sunnyvale, CA",1001 to 5000 employees,1986,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,0,77000,145000
1896,Data Engineer,$77K-$145K,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,77000,145000
1897,Data Engineer,$77K-$145K,3.1,hiretual.com,"Mountain View, CA","Mountain View, CA",1 to 50 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,77000,145000
1898,Data Engineer,$77K-$145K,4.9,The Mom Project,"Sunnyvale, CA","Chicago, IL",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,77000,145000
1899,Data Engineer,$77K-$145K,4.6,otsi,"Fremont, CA","Argyle, TX",1 to 50 employees,0,Company - Private,0,0,$1 to $5 million (USD),0,0,77000,145000
1900,Data Engineer,$77K-$145K,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",0,77000,145000
1901,Data Engineer,$77K-$145K,4.7,Sharpedge Solutions Inc,"Menlo Park, CA","Lombard, IL",0,0,Company - Private,Publishing,Media,Less than $1 million (USD),0,0,77000,145000
1902,Data Engineer,$77K-$145K,4.9,Epic,"Redwood City, CA","Redwood City, CA",51 to 200 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,77000,145000
1903,Data Engineer,$77K-$145K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,77000,145000
1904,Data Engineer,$77K-$145K,3.1,Safeway Inc,"Pleasanton, CA","Pleasanton, CA",10000+ employees,1915,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),"Kroger, Walmart",0,77000,145000
1905,Data Engineer,$77K-$145K,3.9,Nyansa,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,77000,145000
1906,Data Engineer,$77K-$145K,3.9,PayPal,"San Jose, CA","San Jose, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",0,77000,145000
1907,Data Engineer,$77K-$145K,4,Quantum World Technologies Inc,"Menlo Park, CA","Thousand Oaks, CA",51 to 200 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,77000,145000
1908,Data Engineer,$77K-$145K,3.9,Diverse Lynx,"San Jose, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,77000,145000
1909,Data Engineer,$77K-$145K,4.7,Applied Intuition,"Sunnyvale, CA","Sunnyvale, CA",1 to 50 employees,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,77000,145000
1910,Data Engineer,$77K-$145K,3.3,Cohesity,"San Jose, CA","San Jose, CA",1001 to 5000 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,77000,145000
1911,Data Engineer,$77K-$145K,3.4,NextNav,"Sunnyvale, CA","Sunnyvale, CA",51 to 200 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,True,77000,145000
1912,Data Engineer,$77K-$145K,3.9,"Aptude, Inc","Menlo Park, CA","Naperville, IL",51 to 200 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,77000,145000
1913,Data Engineer,$77K-$145K,4.7,C3.ai,"Redwood City, CA","Redwood City, CA",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake",0,77000,145000
1914,Data Engineer,$77K-$145K,3.9,Amazon,"Cupertino, CA","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,77000,145000
1915,Data Engineer,$77K-$145K,2.7,realtor.com,"Santa Clara, CA","Santa Clara, CA",1001 to 5000 employees,1993,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zillow, Trulia, Redfin",True,77000,145000
1916,Data Engineer,$77K-$145K,4.1,Cadence Design Systems,"San Jose, CA","San Jose, CA",5001 to 10000 employees,1988,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Mentor Graphics, Synopsys",0,77000,145000
1917,Data Engineer,$77K-$145K,4.4,Atlassian,"Mountain View, CA","Sydney, Australia",1001 to 5000 employees,2002,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,GitHub,0,77000,145000
1918,Data Engineer,$77K-$145K,3.7,"Redolent, Inc","Sunnyvale, CA","Newark, CA",1 to 50 employees,0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),0,0,77000,145000
1919,Data Engineer,$77K-$145K,4,"Central Business Solutions, Inc","San Jose, CA","New York, NY",1 to 50 employees,2001,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Dropbox, M-Files",0,77000,145000
1920,Data Engineer,$77K-$145K,4,"Object Technology Solutions, Inc.","Fremont, CA","Overland Park, KS",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Technosoft Inc, Deegit",0,77000,145000
1921,Data Engineer,$77K-$145K,3.8,TikTok,"Mountain View, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,77000,145000
1922,Data Engineer,$77K-$145K,4.1,Cisco Systems - Engineering - Software,"Milpitas, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,77000,145000
1923,Data Engineer,$77K-$145K,3.3,Itility,"San Jose, CA","Herndon, VA",51 to 200 employees,2008,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),0,0,77000,145000
1924,Data Engineer,$77K-$145K,4,Akamai,"San Jose, CA","Cambridge, MA",5001 to 10000 employees,1998,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),"Mirror Image Internet, Limelight Networks",0,77000,145000
1925,Data Engineer,$77K-$145K,5,SimpleLegal,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),0,True,77000,145000
1926,Data Engineer,$54K-$103K,3.8,eHealth,"Santa Clara, CA","Santa Clara, CA",1001 to 5000 employees,1997,Company - Public,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),"InsWeb, Insure.com, Answer Financial",0,54000,103000
1927,Data Engineer,$54K-$103K,4.5,SpringML,"Pleasanton, CA","Pleasanton, CA",1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,True,54000,103000
1928,Data Engineer,$54K-$103K,3.3,Albertsons Companies,"Pleasanton, CA","Boise, ID",10000+ employees,1939,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),0,0,54000,103000
1929,Data Engineer,$54K-$103K,3.8,F5 Networks,"Santa Clara, CA","Seattle, WA",5001 to 10000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Citrix, VMware, Juniper Networks",0,54000,103000
1930,Data Engineer,$54K-$103K,3.9,Technovert,"Menlo Park, CA","Seattle, WA",51 to 200 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,0,54000,103000
1931,Data Engineer,$54K-$103K,-1,Boston Services,"San Jose, CA","Gardanne, France",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,103000
1932,Data Engineer,$54K-$103K,-1,Mobiveil Technologies Inc.,"San Jose, CA",0,0,0,0,0,0,0,0,0,54000,103000
1933,Data Engineer,$54K-$103K,-1,GradTests (gradtests.com.au),"San Jose, CA",0,0,0,0,0,0,0,0,0,54000,103000
1934,Data Engineer,$54K-$103K,4,"LotusFlare, Inc.","Sunnyvale, CA","Santa Clara, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,54000,103000
1935,Data Engineer,$54K-$103K,3,Best High Technologies,"Mountain View, CA","Kapfenberg, Austria",201 to 500 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,103000
1936,Data Engineer,$54K-$103K,5,Braintree Technology Solutions,"Menlo Park, CA","Plainfield, IL",1 to 50 employees,0,Unknown,0,0,Unknown / Non-Applicable,0,0,54000,103000
1937,Data Engineer,$54K-$103K,-1,Kforce Technology Staffing,"Mountain View, CA",0,0,0,0,0,0,0,0,0,54000,103000
1938,Data Engineer,$54K-$103K,4.4,Atlassian,"Mountain View, CA","Sydney, Australia",1001 to 5000 employees,2002,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,GitHub,0,54000,103000
1939,Data Engineer,$54K-$103K,3.6,Xoriant Corporation,"Sunnyvale, CA","Sunnyvale, CA",1001 to 5000 employees,1990,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Persistent Systems (India), GlobalLogic, Synechron",0,54000,103000
1940,Data Engineer,$54K-$103K,3.9,K-Tek Resourcing LLC,"Fremont, CA","Houston, TX",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,54000,103000
1941,Data Engineer,$54K-$103K,3.4,Saama Technologies Inc,"Campbell, CA","Campbell, CA",501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,54000,103000
1942,Data Engineer,$54K-$103K,4.1,Cisco Systems - Engineering - Software,"San Jose, CA","San Jose, CA",10000+ employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Alcatel-Lucent, Juniper Networks",0,54000,103000
1943,Data Engineer,$54K-$103K,3.4,Globex Digital Solutions,"Sunnyvale, CA","Hyderabad, India",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,103000
1944,Data Engineer,$54K-$103K,-1,PETADATA,"Fremont, CA","Fremont, CA",51 to 200 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,103000
1945,Data Engineer,$54K-$103K,4.5,Strivr,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,54000,103000
1946,Data Engineer,$54K-$103K,4.6,Maania Consultancy Services,"Sunnyvale, CA","Hyderabad, India",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,103000
1947,Data Engineer,$54K-$103K,4.9,"Amick Brown, LLC","Sunnyvale, CA","San Ramon, CA",1 to 50 employees,0,Company - Public,0,0,$5 to $10 million (USD),0,0,54000,103000
1948,Data Engineer,$54K-$103K,3.5,Russell Tobin & Associates,"Sunnyvale, CA","New York, NY",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,54000,103000
1949,Data Engineer,$54K-$103K,3.5,Robert Half,"Sunnyvale, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0,54000,103000
1950,Data Engineer,$54K-$103K,-1,Trovetechs Inc,"Mountain View, CA",0,0,0,0,0,0,0,0,0,54000,103000
1951,Data Engineer,$54K-$103K,3.8,ByteDance,"Mountain View, CA","Beijing, China",10000+ employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,54000,103000
1952,Data Engineer,$54K-$103K,4.1,Dtex Systems,"San Jose, CA","San Jose, CA",51 to 200 employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),"ObserveIT, Forcepoint",0,54000,103000
1953,Data Engineer,$54K-$103K,3.2,Calsoft Labs,"Sunnyvale, CA","Bengaluru, India",1001 to 5000 employees,1992,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Mindtree, Happiest Minds Technologies, Altran Americas",0,54000,103000
1954,Data Engineer,$54K-$103K,3.7,Rockwell Automation,"San Jose, CA","Milwaukee, WI",10000+ employees,1903,Company - Public,Industrial Manufacturing,Manufacturing,$5 to $10 billion (USD),"Emerson, ABB, Siemens",0,54000,103000
1955,Data Engineer,$54K-$103K,4.5,Frontend Arts,"Sunnyvale, CA","Irving, TX",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,54000,103000
1956,Data Engineer,$54K-$103K,3.5,Verizon Media,"Sunnyvale, CA","New York, NY",10000+ employees,0,Subsidiary or Business Segment,0,0,Unknown / Non-Applicable,0,0,54000,103000
1957,Data Engineer,$54K-$103K,-1,Ertino Inc,"Menlo Park, CA",0,0,0,0,0,0,0,0,0,54000,103000
1958,Data Engineer,$108K-$127K,4.3,Entefy,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,108000,127000
